"ProjectID","EPGeoName","lat","lng","Ward","Constituency","County","Project Cost Yearly Breakdown (KES)","Total Project Cost (KES)","Approval Date ","Start Date (Planned)","Start Date (Actual)","End Date (Planned)","End Date (Actual)","Duration","Duration (Months)","Project Title","Project Description","Project Objectives","NG Programme","Vision 2030 Flagship Ministry","Vision 2030 Flagship Project/Programme","Implementing Agency","Implementation Status","MTEF Sector","Work Plan Progress (%) "
"2010/051512","Molo District",-0.373,35.745,"ELBURGON","MOLO","NAKURU",1978634929,1978634929,"06/04/2009 12:00:00 AM","07/01/2009 12:00:00 AM","01/09/2009 12:00:00 AM","12/31/2013 12:00:00 AM",,"53 months 30 days","53 months","Restoration Of Farm Infrastructure And Rural Livelihoods Project","On farm infrastructure : involves reconstruction of 19000 low cost 3- room farm houses including gutter and tank for water harvesting.
Agricultural Input Services : Involves provision of 19000 returning farm households with basic agricultural input packs","To restore agricultural production and livelihoods for 19000 farm households displaced by the post election violence in the districts of Molo and Uasin Gishu in the Rift valley Province","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2010/052474","Molo",-0.373,35.745,"ELBURGON","MOLO","NAKURU",70564139,70564139,"05/01/2009 12:00:00 AM","05/01/2009 12:00:00 AM","01/09/2009 12:00:00 AM","06/30/2016 12:00:00 AM",,"85 months 29 days","85 months","Post Elections Violence Livelihoods Recovery Project","This project will aid in  post election violence recovery and intergration process through the restoration of livelihoods in affected areas of the greater Nakuru, kisumu, transnzoia and uasingishu districts respectively.This will contribute to the broade","1. To enhance livelihoods restoration initiatives for social economic recovery for affected communities.
2. To expand livelihoods opportunities and linkages to ongoing national livelihood programmes","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2011/053187","Molo",-0.373,35.745,"ELBURGON","MOLO","NAKURU",2985074702,5970149254,"09/06/2009 12:00:00 AM","12/06/2009 12:00:00 AM","06/12/2009 12:00:00 AM","02/12/2016 12:00:00 AM","02/04/2017 12:00:00 AM","87 months 27 days","87 months","Kenya Agricutural Productivity & Agribusiness Project (KAPAP)","To support the agricultural research systems and agricultural extension, farmer and other Stakeholder empowerment.","To increase the agricultural productivity and incomes of participating small-holder farmers in 20 districs in Kenya","010900 - Agribusiness and Information Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation ; Setting up of Five Livestock Disease-free Zones in the ASAL Regions","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2010/051588","Meru South District",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",691870244,2075609756,"12/11/2001 12:00:00 AM","07/01/2004 12:00:00 AM","06/07/2004 12:00:00 AM","12/31/2013 12:00:00 AM",,"113 months 30 days","113 months","Mount Kenya East Pilot Project For Natural Resources Management","The project is bsaed in Eastern province with the project management unit based in Embu Town.It covers the Dstricts of Embu,Meru Central,Meru South,Mbeere and Tharaka(as per 2004).It works along the following river basins:-Kapingazi/Rupingazi,Ena,Tungu,M","To reduce rural poverty through sound natural resources management methods","100400 - Water Resources Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052270","Meru South",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",264172042,376344086,"05/21/2008 12:00:00 AM","09/15/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"51 months 16 days","51 months","Smallholder Irrigation Programme Mt. Kenya II (2004 65 146)","The project involves construction of irrigation schemes in Imenti North, Imenti South, Meru Central, Mara, Chuka, Embu, and Kirinyaga districts through farmers  credit scheme. The Program focuses on smallholder irrigation development by providing support","To sustainably increase agriculture production and subsequently the farm income of -smallholder farmers in the 12 selected Districts through provision of additional irrigation facilities and services.","011000 - Irrigation and Drainage Infrastructure","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052270","Meru South",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",264172042,376344086,"05/21/2008 12:00:00 AM","09/15/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"51 months 16 days","51 months","Smallholder Irrigation Programme Mt. Kenya II (2004 65 146)","The project involves construction of irrigation schemes in Imenti North, Imenti South, Meru Central, Mara, Chuka, Embu, and Kirinyaga districts through farmers  credit scheme. The Program focuses on smallholder irrigation development by providing support","To sustainably increase agriculture production and subsequently the farm income of -smallholder farmers in the 12 selected Districts through provision of additional irrigation facilities and services.","011000 - Irrigation and Drainage Infrastructure","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052270","Meru South",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",264172042,376344086,"05/21/2008 12:00:00 AM","09/15/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"51 months 16 days","51 months","Smallholder Irrigation Programme Mt. Kenya II (2004 65 146)","The project involves construction of irrigation schemes in Imenti North, Imenti South, Meru Central, Mara, Chuka, Embu, and Kirinyaga districts through farmers  credit scheme. The Program focuses on smallholder irrigation development by providing support","To sustainably increase agriculture production and subsequently the farm income of -smallholder farmers in the 12 selected Districts through provision of additional irrigation facilities and services.","011000 - Irrigation and Drainage Infrastructure","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052270","Meru South",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",264172042,376344086,"05/21/2008 12:00:00 AM","09/15/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"51 months 16 days","51 months","Smallholder Irrigation Programme Mt. Kenya II (2004 65 146)","The project involves construction of irrigation schemes in Imenti North, Imenti South, Meru Central, Mara, Chuka, Embu, and Kirinyaga districts through farmers  credit scheme. The Program focuses on smallholder irrigation development by providing support","To sustainably increase agriculture production and subsequently the farm income of -smallholder farmers in the 12 selected Districts through provision of additional irrigation facilities and services.","011000 - Irrigation and Drainage Infrastructure","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2012/053389","Meru South",-0.372,37.749,"MARIANI","CHUKA/IGAMBANG'OMBE","THARAKA-NITHI",53908113,377358491,"07/10/2006 12:00:00 AM","07/10/2006 12:00:00 AM",,"06/30/2014 12:00:00 AM",,"95 months 20 days","95 months","Rural Infrastructure In Mt. Kenya Region (2001 66 652)","The project consists of the rehabilitation and upgrading of the rural road section Kionyo- Chogoria (25.5Km) in the Mt. Kenya region.","The overall objective of the project is to contribute to improving the socio-economic living conditions of the population in the project region through rehabilitation of rural road section Kionyo- Chogoria.","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure","Ongoing","Energy, Infrastructure and ICT",0
"2010/051790","Egerton University",-0.369,35.936,"NJORO","NJORO","NAKURU",147872928,359198895,"04/14/2009 12:00:00 AM","01/01/2010 12:00:00 AM","01/07/2010 12:00:00 AM","06/30/2014 12:00:00 AM",,"47 months 29 days","47 months","Environmental Policy And Coordination (Nrmp)","The main focus of the NRM programme is reduction of poverty through sustainable management of natural resources. The programme will support the demand from community level for technical services from both public and private service providers, and support","To strengthen an institutional framework for addressing environmental policy, planning and coordination.","100100 - General Administration Planning and Support Services","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2012/053353","Kericho",-0.368,35.283,"KIPCHEBOR","AINAMOI","KERICHO",7751937985,7751937984,"05/04/2010 12:00:00 AM","06/28/2010 12:00:00 AM",,"08/30/2015 12:00:00 AM","03/09/2018 12:00:00 AM","98 months 5 days","98 months","Kenya Municipal Programme (KMP) Phase Ii","To strengthen local governance and improve service delivery in selected municipalities.","To Strenghen local Governance and improve servise delivery in selected municipalities","010500 - Urban and Metropolitan Development","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1111 - Ministry of Land Housing and Urban Development","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053362","Kericho",-0.368,35.283,"KIPCHEBOR","AINAMOI","KERICHO",18699186991710,37398373983740,"06/25/2004 12:00:00 AM","09/25/2004 12:00:00 AM",,"06/30/2015 12:00:00 AM","09/04/2019 12:00:00 AM","129 months 5 days","129 months","Northern Corridor Transport Improvement Project (NCTIP)","Rehabilitation of Northern Corridor and Emergency Restoration of damaged public assets.","To enhance efficiency and effectiveness of Kenya's transport sector.","020200 - Road Transport","Ministry of Transport and Infrastructure","Lamu Corridor Development.","109 - Ministry of Transport and Infrastructure; 153 - MOT - Kenya Airports Authority; 154 - MOT - Kenya Civil Aviation Authority; 1091 - State Department of Infrastructure; 1092 - State Department of Transport","Ongoing","Energy, Infrastructure and ICT",0
"2010/052474","Nyakach",-0.362,34.9,"SOUTH WEST NYAKACH","NYAKACH","KISUMU",70564139,70564139,"05/01/2009 12:00:00 AM","05/01/2009 12:00:00 AM","01/09/2009 12:00:00 AM","06/30/2016 12:00:00 AM",,"85 months 29 days","85 months","Post Elections Violence Livelihoods Recovery Project","This project will aid in  post election violence recovery and intergration process through the restoration of livelihoods in affected areas of the greater Nakuru, kisumu, transnzoia and uasingishu districts respectively.This will contribute to the broade","1. To enhance livelihoods restoration initiatives for social economic recovery for affected communities.
2. To expand livelihoods opportunities and linkages to ongoing national livelihood programmes","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2010/052333","Nyandarua District",-0.344,36.5,"KIPIPIRI","KIPIPIRI","NYANDARUA",,73529412,"10/09/2006 12:00:00 AM","05/07/2007 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"79 months 24 days","79 months","Natural Resources Management Project (NRM)","water resource management and irrigation
management of forest resources
livelihood investiments","the objective of the project is to enhance the recipient institutional capacity to manage water and forestresources, reduce the incidence and severity of water shocks  such as drought, flood and water shortage in river catchments and improve the  livelih","100400 - Water Resources Management; 100300 - Natural Resources Conservation and Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2011/052964",0,-0.344,36.5,"KIPIPIRI","KIPIPIRI","NYANDARUA",1030800000,1718000000,"07/07/2004 12:00:00 AM","03/15/2005 12:00:00 AM",,"09/30/2017 12:00:00 AM",,"150 months 15 days","150 months","Rural Health III","District Health System Strengthened
Disease Prevention and Control Programmes
Project Management","To enhance accessibility and affordability of quaility basic health services for all Kenyans with specific emphasis on the poor and vulnerable","040100 - Preventive & Promotive Health Services","Unspecified","Unspecified","1081 - Ministry of Health","Ongoing","Health",0
"2011/053187","Nyandarua",-0.344,36.5,"KIPIPIRI","KIPIPIRI","NYANDARUA",2985074702,5970149254,"09/06/2009 12:00:00 AM","12/06/2009 12:00:00 AM","06/12/2009 12:00:00 AM","02/12/2016 12:00:00 AM","02/04/2017 12:00:00 AM","87 months 27 days","87 months","Kenya Agricutural Productivity & Agribusiness Project (KAPAP)","To support the agricultural research systems and agricultural extension, farmer and other Stakeholder empowerment.","To increase the agricultural productivity and incomes of participating small-holder farmers in 20 districs in Kenya","010900 - Agribusiness and Information Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation ; Setting up of Five Livestock Disease-free Zones in the ASAL Regions","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
